"edad","gnro","etnia","dept","mpio","prsns","edu","trbjo","ingrso","grp_ingrso","estrto","moto","moto_dias","carro","carro_dias","ccnr","attn","cc_info","cc_preocup","cc_futuro","cc_econ","cc_imp_co2","cc_imp_pers","cc_imp_equit","pol_prtds_col_hum","pol_prtds_liga","pol_prtds_cende","pol_prtds_lib","pol_prtds_cons","pol_prtds_verdox","pol_prtds_unpat","pol_prtds_camra","pol_prtds_mira","pol_prtds_U","pol_prtds_averd","pol_prtds_pactoh","pol_prtds_notie","pol_prtds_otro","pol_prtds_nodic","pol_pres","izq_der","prop_eschr_labrl","prop_eschr_pensl","prop_eschr_fepc","prop_eschr_salud","prop_eschr_paz","prop_eschr_energ","prop_eschr_ning","prop_entd_labrl","prop_entd_pensl","prop_entd_fepc","prop_entd_salud","prop_entd_paz","prop_entd_energ","prop_entd_ning","prop_acrd_labrl","prop_acrd_pensl","prop_acrd_fepc","prop_acrd_salud","prop_acrd_paz","prop_acrd_energ","pais_gnrl","pais_dmcrc","pais_econ","info_fnte_pernal","info_fnte_perreg","info_fnte_radnal","info_fnte_radlol","info_fnte_pscall","info_fnte_tvnal","info_fnte_tvreg","info_fnte_web","info_fnte_redscl","info_fnte_vlls","info_fnte_afic","info_fnte_voz","info_fnte_nose","ffsr_gnrl","ffsr_dsl","ffsr_gas","gas_super","dsl_super","benefic","derecho","yo_amnto","pobre_amnto","rica_amnto","frst_a","frst_b","frst_c","frst_d","ffsr_mnt","ffsr_prcl","ffsr_complet","rr_lmpsm","rr_pobre","rr_afctds","rr_deuda","rr_etransp","rr_paz","rr_edu","rr_ncer","rr_deforst","rr_mas","rr_mas_si","sesgo","T_A","T_B","T_C","T_D","C_A","C_B","C_C","C_D","C_no_frst","days_per_week","ffsr_mnt_recode_2","ffsr_prcl_recode_2","ffsr_complet_recode_2","ffsr_mnt_recode_2extrem","ffsr_prcl_recode_2extrem","ffsr_complet_recode_2extrem","ffsr_mnt_recode_3","ffsr_prcl_recode_3","ffsr_complet_recode_3","rr_lmpsm_recode_2","rr_pobre_recode_2","rr_afctds_recode_2","rr_deuda_recode_2","rr_etransp_recode_2","rr_paz_recode_2","rr_edu_recode_2","rr_ncer_recode_2","rr_deforst_recode_2","rr_lmpsm_recode_2extrem","rr_pobre_recode_2extrem","rr_afctds_recode_2extrem","rr_deuda_recode_2extrem","rr_etransp_recode_2extrem","rr_paz_recode_2extrem","rr_edu_recode_2extrem","rr_ncer_recode_2extrem","rr_deforst_recode_2extrem","rr_lmpsm_recode_3","rr_pobre_recode_3","rr_afctds_recode_3","rr_deuda_recode_3","rr_etransp_recode_3","rr_paz_recode_3","rr_edu_recode_3","rr_ncer_recode_3","rr_deforst_recode_3"
43,"Hombre","Ninguno de los anteriores","Córdoba","Montería","1","Universidad o postgrado","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio-alto","4",1,2,1,5,"Other fuels","Muy de acuerdo",4,5,"Urgent today","Equal priority",4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Rodolfo Hernández",4,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,"...progresando",4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,1,1,2,2,4,4,5,NA,"Ni de acuerdo ni desacuerdo",NA,NA,"Ni de acuerdo ni desacuerdo","Algo de acuerdo","Algo en desacuerdo","Apoyaría ALGO la política","Apoyaría MUCHO la política","INDECISO/A","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No estoy seguro(a)",0,1,0,0,0,0,0,0,0,5,0,1,0,NA,NA,NA,1,2,0,1,1,0,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
35,"Hombre","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Risaralda","Pereira","5 o más","Universidad o postgrado","Trabajo a tiempo parcial","Más que 1.825.000 COP","Medio-alto","4",1,2,1,7,"Other fuels","Muy de acuerdo",3,4,"Urgent today","Equal priority",3,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"Rodolfo Hernández",4,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,"... en retroceso",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,4,5,5,1,NA,"Muy de acuerdo",NA,NA,"Algo de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Sí","obras sociales y ambientales","Sí, sesgo de derecha",0,1,0,0,0,0,0,0,0,7,1,0,0,NA,NA,0,2,0,0,0,0,0,1,1,0,1,1,1,0,0,NA,NA,NA,0,NA,NA,1,0,0,0,2,2,0,2,2,2
46,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","4","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",3,4,"Urgent today","Equal priority",5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rodolfo Hernández",2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,"... en retroceso",3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1,1,2,4,5,5,3,NA,"Algo de acuerdo",NA,NA,"Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","INDECISO/A","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","Sí","Educación","No estoy seguro(a)",0,0,0,0,0,1,0,0,0,NA,1,0,0,1,NA,0,2,0,0,1,1,1,1,0,0,1,1,0,NA,NA,NA,1,NA,0,1,1,NA,2,2,2,2,1,0,2,2,0
31,"Mujer","Ninguno de los anteriores","Cundinamarca","Agua de Dios","5 o más","Técnico o Tecnológico","Trabajo a tiempo completo","Entre 900.001 y 1.400.000 COP","Medio","3",1,6,1,5,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Equal priority",5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",2,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,"...estancado",3,2,0,0,0,0,0,1,1,1,1,0,0,1,0,0,NA,NA,1,1,2,5,5,5,2,NA,NA,NA,NA,"Muy de acuerdo","Algo de acuerdo","Algo en desacuerdo","Apoyaría MUY POCO la política","Apoyaría ALGO la política","INDECISO/A","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Sí","Universidades publicas","No, no hay ningún sesgo",0,0,0,0,0,0,0,0,1,6,1,1,0,1,NA,NA,2,2,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,0,2,2,0,0
47,"Mujer","Ninguno de los anteriores","Antioquía","Medellín","2","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","4",0,NA,1,4,"Natural gas","Muy de acuerdo",2,5,"Urgent today","Equal priority",5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Prefiero no decir por quien voté",3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,"...estancado",2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,1,1,3,3,4,5,5,NA,NA,"Muy de acuerdo",NA,"Algo de acuerdo","Ni de acuerdo ni desacuerdo","Algo en desacuerdo","Apoyaría ALGO la política","INDECISO/A","INDECISO/A","Apoyaría MUY POCO la política","Apoyaría ALGO la política","INDECISO/A","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","No",NA,"No estoy seguro(a)",0,0,0,0,0,0,1,0,0,4,1,0,0,NA,NA,NA,2,1,0,1,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,2,1,2,2,2
32,"Mujer","Ninguno de los anteriores","Atlántico","Barranquilla","3","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","4",1,5,1,2,"Electricity","Muy de acuerdo",5,5,"Urgent today","Equal priority",5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No voté",3,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,"... en retroceso",2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,1,1,2,4,5,5,2,"37 %",NA,NA,NA,"Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","La educación. Una educación de calidad de verdad","No, no hay ningún sesgo",1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,0,2,2,0,2,0,2,2,2
20,"Mujer","Ninguno de los anteriores","Atlántico","Barranquilla","5 o más","Técnico o Tecnológico","Desempleado/a (buscando empleo)","Entre 900.001 y 1.400.000 COP","Medio-bajo","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",2,3,"Urgent in future","Priority to economy",3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No voté",3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Prefiero no decir",2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,4,5,4,4,NA,NA,NA,"Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","INDECISO/A","INDECISO/A","Apoyaría MUCHO la política","INDECISO/A","INDECISO/A","Apoyaría NADA la política","INDECISO/A","Apoyaría NADA la política","Apoyaría NADA la política","Sí","No sé mucho del tema","No estoy seguro(a)",0,0,0,1,0,0,0,0,0,NA,1,1,1,1,1,1,2,2,2,0,0,1,0,0,0,0,0,0,NA,NA,1,NA,NA,0,NA,0,0,1,1,2,1,1,0,1,0,0
44,"Hombre","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","4","Secundaria","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio-bajo","3",1,5,1,5,"Natural gas","Muy de acuerdo",5,5,"Urgent today","Priority to climate",5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Voto en blanco",2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,"...estancado",2,2,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,4,5,4,5,1,NA,"Muy en desacuerdo",NA,NA,"Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Apoyaría MUY POCO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",0,1,0,0,0,0,0,0,0,5,0,0,0,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,0,2,2,2,2,2,2,2,2
28,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","2","Universidad o postgrado","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio","3",1,6,1,6,"Natural gas","Muy de acuerdo",3,5,"Urgent today","Equal priority",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No voté",2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,"Prefiero no decir",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,1,1,5,5,5,"15 %",NA,NA,NA,"Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría NADA la política","Apoyaría ALGO la política","INDECISO/A","INDECISO/A","Apoyaría ALGO la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Sí","Lo haría pero el gobierno no destina los recursos, se los roban","Sí, sesgo de derecha",0,0,0,0,1,0,0,0,0,6,0,0,0,NA,NA,0,0,0,0,0,1,0,0,1,0,1,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,2,1,1,2,0,2,2,0
34,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","5 o más","Secundaria","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio-bajo","2",1,7,1,3,"Natural gas","Muy de acuerdo",5,5,"Never a problem","Equal priority",5,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"No voté",5,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,"... en retroceso",5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1,1,1,4,5,5,5,NA,NA,NA,"Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,0,1,1,1,2,2,2,2,2,0,2,2,2
47,"Hombre","Indígena","Boyacá","Tunja","4","Universidad o postgrado","Trabajo a tiempo completo","Entre 500.001 y 900.000 COP","Medio","2",1,1,0,NA,"Natural gas","Muy de acuerdo",5,5,"Urgent today","Equal priority",5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Gustavo Petro",3,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,"Prefiero no decir",3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,1,3,4,5,3,NA,NA,"Ni de acuerdo ni desacuerdo",NA,"Muy de acuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",0,0,1,0,0,0,0,0,0,1,1,0,0,1,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,2,2,2,2,2,2,2,2,2
18,"Hombre","Ninguno de los anteriores","Bolívar","Cartagena","4","Técnico o Tecnológico","Estudiar","Entre 500.001 y 900.000 COP","Medio-bajo","2",0,NA,0,NA,"Natural gas","Muy de acuerdo",3,2,"Urgent today","Not sure",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No voté",3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"...estancado",2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,"Ni de acuerdo ni desacuerdo",NA,"Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","Sí","Al deporte","Sí, sesgo de centro",0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
30,"Mujer","Indígena","Atlántico","Barranquilla","5 o más","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","2",1,7,1,5,"Electricity","Muy de acuerdo",5,5,"Urgent today","Equal priority",5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",3,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,"...estancado",2,3,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,2,5,5,5,2,NA,"Muy en desacuerdo",NA,NA,"Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","Mejorar la educación, la salud y el transporte público","No, no hay ningún sesgo",0,0,0,0,0,1,0,0,0,7,1,1,0,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
28,"Mujer","Indígena","Casanare","Yopal","4","Secundaria","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",3,3,"Urgent in future","Equal priority",4,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No voté",5,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,"... en retroceso",2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,NA,1,1,1,5,5,5,1,"15 %",NA,NA,NA,"Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría MUY POCO la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría NADA la política","No",NA,"Sí, sesgo de izquierda",1,0,0,0,0,0,0,0,0,NA,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,2,0,1,0,0,2,0,0
32,"Hombre","Ninguno de los anteriores","Cundinamarca","Agua de Dios","4","Bachillerato clásico","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio-alto","3",1,7,1,4,"Natural gas","Muy de acuerdo",3,4,"Urgent today","Equal priority",5,5,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"Gustavo Petro",3,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"...progresando",5,5,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,4,4,5,5,4,NA,NA,NA,"Ni de acuerdo ni desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría MUY POCO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","Hogares de bajos recursos","No, no hay ningún sesgo",0,0,0,1,0,0,0,0,0,7,1,0,0,1,0,0,2,0,0,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2
54,"Mujer","Ninguno de los anteriores","Bolívar","Cartagena","2","Universidad o postgrado","Trabajo a tiempo completo","Entre 900.001 y 1.400.000 COP","Medio","4",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,4,"Urgent today","Equal priority",4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No voté",3,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,"... en retroceso",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,5,4,4,1,NA,NA,"Muy de acuerdo",NA,"Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Sí","Fortalecer la educación de verdadera calidad de la población vulnerable, con políticas y programas dirigidos a proveer herramientas a los ciudadanos para que por si solos desarrollen actividades económicas que les permitan alcanzar una calidad de vida","No, no hay ningún sesgo",0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,2,2,2,2,2,2
21,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","4","Técnico o Tecnológico","Estudiar y trabajar","Entre 1.400.001 y 1.825.000 COP","Medio","2",0,NA,0,NA,"Natural gas","Muy de acuerdo",5,5,"Urgent today","Equal priority",4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rodolfo Hernández",4,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,"Prefiero no decir",3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,1,1,3,3,5,5,4,NA,NA,"Ni de acuerdo ni desacuerdo",NA,"Algo de acuerdo","Muy de acuerdo","Ni de acuerdo ni desacuerdo","Apoyaría ALGO la política","INDECISO/A","INDECISO/A","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Sí","Si apoyari","Sí, sesgo de centro",0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,1,NA,2,2,1,1,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,1,0,2,2,2
27,"Mujer","Ninguno de los anteriores","Antioquía","Medellín","2","Universidad o postgrado","Desempleado/a (buscando empleo)","Más que 1.825.000 COP","Medio","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Priority to climate",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Gustavo Petro",4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,"... en retroceso",3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,3,5,4,2,"12 %",NA,NA,NA,"Algo de acuerdo","Muy de acuerdo","Muy de acuerdo","INDECISO/A","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría ALGO la política","INDECISO/A","Apoyaría MUY POCO la política","INDECISO/A","INDECISO/A","INDECISO/A","Sí","Cualquier ota cosa","No estoy seguro(a)",1,0,0,0,0,0,0,0,0,NA,1,1,1,NA,1,1,2,2,2,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,1,0,1,1,1
20,"Hombre","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Bogotá","Bogotá, D.C.","4","Técnico o Tecnológico","Estudiar y trabajar","Más que 1.825.000 COP","Medio","3",1,7,0,NA,"Natural gas","Muy de acuerdo",5,5,"Urgent today","Priority to climate",5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",2,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,"... en retroceso",4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1,1,1,5,5,5,2,"6 %",NA,NA,NA,"Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Sí","La educación, los deportes y oportunidades de empleo","No, no hay ningún sesgo",1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,2,0,0,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,2,0,0,2,2,2,2,2,2
24,"Hombre","Indígena","Bolívar","Cartagena","5 o más","Universidad o postgrado","Estudiar","Entre 900.001 y 1.400.000 COP","Bajo","1",1,7,0,NA,"Propane gas","Muy de acuerdo",4,3,"Urgent today","Not sure",3,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Voto en blanco",3,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,"Prefiero no decir",3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,1,3,5,4,5,3,NA,"Algo en desacuerdo",NA,NA,"Muy de acuerdo","Algo de acuerdo","Ni de acuerdo ni desacuerdo","INDECISO/A","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","No puesto a que estos subsidios son de gran ayuda para las personas mas afectadas","No, no hay ningún sesgo",0,0,0,0,0,1,0,0,0,7,1,1,0,1,NA,NA,2,2,1,0,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,2,2,2,2,2,2,2,2
18,"Mujer","Ninguno de los anteriores","Cundinamarca","Agua de Dios","4","Universidad o postgrado","Estudiar","Entre 1.400.001 y 1.825.000 COP","Medio-bajo","3",1,7,1,6,"Electricity","Muy de acuerdo",3,5,"Urgent today","Equal priority",3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"No voté",2,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,"...progresando",3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,1,1,4,4,5,5,1,NA,NA,"Algo en desacuerdo",NA,"Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","INDECISO/A","INDECISO/A","INDECISO/A","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",0,0,0,0,0,0,1,0,0,7,0,0,0,NA,NA,NA,1,1,1,0,0,0,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,2,2,2,2,2,2
27,"Mujer","Ninguno de los anteriores","Antioquía","Medellín","4","Secundaria","Desempleado/a (buscando empleo)","Más que 1.825.000 COP","Medio-bajo","2",1,3,0,NA,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Priority to climate",4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Rodolfo Hernández",4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"...estancado",3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,0,2,4,5,5,5,"37 %",NA,NA,NA,"Algo de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría ALGO la política","Apoyaría ALGO la política","INDECISO/A","INDECISO/A","INDECISO/A","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","No",NA,"No, no hay ningún sesgo",0,0,0,0,1,0,0,0,0,3,1,0,0,NA,0,0,2,0,0,1,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,0,2,2,2
